Questions,Category,Bloom Level
Differentiate between CRO and DSO.,BT1,Remember
Explain an algorithm to find in-degree and out-degree of a vertex with a suitable example.,BT3,Apply
What is the space complexity of threaded binary tree.,BT1,Remember
Derive an equation for length of cross belt drive.,BT4,Analyze
Explain the working of PV cell and Simplest Equivalent Circuit for a Photovoltaic cell.,BT1,Remember
A Cantilever beam of span 2.,BT3,Apply
What is Software Reuse?,BT1,Remember
Determine the economic order quantity.,BT3,Apply
Explain working principle of Induction motor and concept of rotating magnetic field.,BT1,Remember
Draw and explain the working of a digital multimeter.,BT4,Analyze
Explain Splay tree with an example.,BT1,Remember
Explain the concept of page replacement algorthm. List the different page replacement algorithms.,BT1,Remember
Explain the following terms.,BT1,Remember
"Enzyme therapy is applied clinically to treat Gaucher disease. Describe the cause of the disease, the therapeutic enzyme and its function. ",BT2,Understand
NIKE will be conducting consumer research on their footwear. Assess FIVE (5) types of consumer research that Nike can implement by providing an appropriate example for each. ,BT5,Evaluate
Write note on High and low temperature materials with example.,BT1,Remember
The pinions of an epicyclic train of gears is arranged as shown in Fig.,BT3,Apply
In a certain company install 2000 LED bulbs on each floor.,BT3,Apply
What are the criterias for selection of controllers in Embedded Products?,BT1,Remember
Explain RTD with its principle of working. Explain three wire lead arrangement of RTD.,BT1,Remember
Define Inheritance.,BT1,Remember
"An infinitely long uniform metal plate is enclosed between lines y = 0, and y = l for x > 0. The temperature is zero along the edges y = 0, y = l, and at infinity. If edge x = 0 is kept at a constant temperature 0,v Find the temperature distribution ï¨ï©,.vxy",BT3,Apply
Write a short note on Level Shifter circuits.,BT2,Understand
Explain the classification of steel on the basis of carbon content with its applications.,BT1,Remember
Explain Eurocurrency and its market. ,BT2,Understand
Explain any two mineral deficiencies in detail.,BT4,Analyze
"Search engines are key means of attracting traffic to websites. As a new marketing executive with Munchy's Malaysia, recommend THREE (3) tactics used in search engine marketing (SEM). ",BT6,Create
What is fluidization?,BT1,Remember
Explain Scan line polygon filling Algorithm?,BT1,Remember
What is lag adjustment in case of energy meter?,BT1,Remember
List and elaborate on different applications of microcontrollers.,BT1,Remember
How to enhance decision making with information systems give suitable examples.,BT1,Remember
Define instructional materials based on your understanding. ,BT1,Remember
Prove,BT4,Analyze
Explain sine wave generator with neat circuit diagram and waveforms.,BT2,Understand
"Your profit from previous project is RM30,000.00 and you just won a new project to construct a new airport runway at Sepang, Selangor. Decide whether you are going to purchase the bulldozer or pay out bonuses to your staff. Use the concept of opportunities cost, choices and scarcity to aid your explanation. ",BT3,Apply
Thailand currently experiences a 17% unemployment rate and the investors in the country are sensitive towards changes in the interest rate. Explain to your friend the policy to be taken by Central Bank of Thailand to achieve 3% of unemployment rate by using appropriate diagram(s). ,BT2,Understand
Support your answers with TWO (2) examples in everyday life for each strategy. ,BT5,Evaluate
State sampling theorem in time domain.,BT1,Remember
Write short note on classifications and different types of antifriction bearings.,BT1,Remember
Describe the types of wind turbine electrical generators.,BT1,Remember
What is mean by Constructor?,BT1,Remember
Explain the different mechanical properties of Ceramics.,BT4,Analyze
Sketch the Type Il isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm. ,BT3,Apply
List and explain four common examples of exceptions.,BT4,Analyze
State which database architectures you will prefer for following application.,BT3,Apply
Distinguish between embossing and debossing process.,BT4,Analyze
What do you meant by roller compacted concrete.,BT2,Understand
Describe PMTS with suitable illustration.,BT1,Remember
How does the granularity of data items affect the performance of concurrency control?,BT4,Analyze
"Output and capital are increasing more rapidly than labour in the pharmaceutical industry. However, labour is increasing faster than capital and output in the agriculture industry. Evaluate the different in the output growth and productivity between these two industries.",BT5,Evaluate
Explain the various methods to protect slopes from failure with clear sketch.,BT1,Remember
The length of various links of mechanism as shown in fig.,BT3,Apply
What is a biodegradable polymer?,BT1,Remember
Short note on Optimum proportions of a vessel.,BT1,Remember
State THREE traits that are associated with invasive plants.,BT1,Remember
Differentiate between a nylon mesh with stainless steel mesh.,BT4,Analyze
State and explain factors affecting shear strength of cohesive and cohesionless soil.,BT1,Remember
Explain the term inflation as used in building economics. ,BT2,Understand
Give the appropriate formula to calculate the velocity of the sedimentation. ,BT2,Understand
For the differential eq.,BT4,Analyze
Compare the seasoning method between softwood and hardwood. ,BT2,Understand
Illustrate with suitable circuit diagram inverting comparator.,BT3,Apply
Describe FIVE (5) key players in advertising. ,BT1,Remember
Explain any FOUR (4) product design strategies you have learned. Evaluate the importance of each strategy. ,BT2,Understand
Derive power in a wind and Environmental Impacts of Wind Turbines.,BT4,Analyze
Find maximum flow in the transport network using Labelling procedure.,BT3,Apply
Give any 2 applications of springs and any 2 material required for manufacturing of springs.,BT1,Remember
Identify the role of advertising in global women's magazines and local women's magazine. ,BT2,Understand
Describe Prisoner Dilemma in the context of game theory.,BT1,Remember
Define formative number of teeth for Helical gear and express the formula with terms.,BT1,Remember
Explain how shear tests are conducted with different drainage conditions?,BT1,Remember
Highlight the importance of bioinformatics analysis in genomic studies. ,BT2,Understand
Explain voltage to current source transformation.,BT2,Understand
Enlist any three objectives of testing?,BT1,Remember
Evaluate why a monopolist holds more undesirable characteristics in comparison to a perfect competitor. Give evidence from the graph to support your answer.,BT5,Evaluate
The average marks in mathematics of a sample of 100 students was 51 with S.,BT3,Apply
A switch and an LED is connected to 8051 as shown in diagram.,BT3,Apply
Explain important features and characteristics of the flows encountered in hydraulic engineering compared with cases in other fluid engineering.,BT2,Understand
Explain Sensitization and Weld Decay.,BT2,Understand
Distinguish between hot melt adhesives and water based adhesives.,BT4,Analyze
Explain in brief folding to paper style.,BT1,Remember
Discuss diamond problem in detail?,BT4,Analyze
Explain defect management.,BT1,Remember
What are the steps in design in animation sequence?,BT1,Remember
Determine the vertical displacement of the joint C of the pin jointed frame as shown in figure below.,BT4,Analyze
Describe the amino acid composition that could destabilize an enzyme's helical stability. ,BT2,Understand
How are hydroelectric power plants classified?,BT1,Remember
